source_counterparty_id,relationship_type,target_id,metric
CP-02516,TransactedWith,CP-02533,102516
CP-02516,UltimateBeneficialOwner,P-00116,1
CP-02517,TransactedWith,CP-02534,102517
CP-02517,UltimateBeneficialOwner,P-00117,1
CP-02518,TransactedWith,CP-02535,102518
CP-02518,UltimateBeneficialOwner,P-00118,1
CP-02519,TransactedWith,CP-02536,102519
CP-02519,UltimateBeneficialOwner,P-00119,1
CP-02520,TransactedWith,CP-02537,102520
CP-02520,UltimateBeneficialOwner,P-00120,1
CP-02521,TransactedWith,CP-02538,102521
CP-02521,UltimateBeneficialOwner,P-00121,1
CP-02522,TransactedWith,CP-02539,102522
CP-02522,UltimateBeneficialOwner,P-00122,1
CP-02523,TransactedWith,CP-02540,102523
CP-02523,UltimateBeneficialOwner,P-00123,1
CP-02524,TransactedWith,CP-02541,102524
CP-02524,UltimateBeneficialOwner,P-00124,1
CP-02525,TransactedWith,CP-02542,102525
CP-02525,UltimateBeneficialOwner,P-00125,1
CP-02526,TransactedWith,CP-02543,102526
CP-02526,UltimateBeneficialOwner,P-00126,1
CP-02527,TransactedWith,CP-02544,102527
CP-02527,UltimateBeneficialOwner,P-00127,1
CP-02528,TransactedWith,CP-02545,102528
CP-02528,UltimateBeneficialOwner,P-00128,1
CP-02529,TransactedWith,CP-02546,102529
CP-02529,UltimateBeneficialOwner,P-00129,1
CP-02530,TransactedWith,CP-02547,102530
CP-02530,UltimateBeneficialOwner,P-00130,1
CP-02531,TransactedWith,CP-02548,102531
CP-02531,UltimateBeneficialOwner,P-00131,1
CP-02532,TransactedWith,CP-02549,102532
CP-02532,UltimateBeneficialOwner,P-00132,1
CP-02533,TransactedWith,CP-02550,102533
CP-02533,UltimateBeneficialOwner,P-00133,1
CP-02534,TransactedWith,CP-02551,102534
CP-02534,UltimateBeneficialOwner,P-00134,1
CP-02535,TransactedWith,CP-02552,102535
CP-02535,UltimateBeneficialOwner,P-00135,1
CP-02536,TransactedWith,CP-02553,102536
CP-02536,UltimateBeneficialOwner,P-00136,1
CP-02537,TransactedWith,CP-02554,102537
CP-02537,UltimateBeneficialOwner,P-00137,1
CP-02538,TransactedWith,CP-02555,102538
CP-02538,UltimateBeneficialOwner,P-00138,1
CP-02539,TransactedWith,CP-02556,102539
CP-02539,UltimateBeneficialOwner,P-00139,1
CP-02540,TransactedWith,CP-02557,102540
CP-02540,UltimateBeneficialOwner,P-00140,1
CP-02541,TransactedWith,CP-02558,102541
CP-02541,UltimateBeneficialOwner,P-00141,1
CP-02542,TransactedWith,CP-02559,102542
CP-02542,UltimateBeneficialOwner,P-00142,1
CP-02543,TransactedWith,CP-02560,102543
CP-02543,UltimateBeneficialOwner,P-00143,1
CP-02544,TransactedWith,CP-02561,102544
CP-02544,UltimateBeneficialOwner,P-00144,1
CP-02545,TransactedWith,CP-02562,102545
CP-02545,UltimateBeneficialOwner,P-00145,1
CP-02546,TransactedWith,CP-02563,102546
CP-02546,UltimateBeneficialOwner,P-00146,1
CP-02547,TransactedWith,CP-02564,102547
CP-02547,UltimateBeneficialOwner,P-00147,1
CP-02548,TransactedWith,CP-02565,102548
CP-02548,UltimateBeneficialOwner,P-00148,1
CP-02549,TransactedWith,CP-02566,102549
CP-02549,UltimateBeneficialOwner,P-00149,1
CP-02550,TransactedWith,CP-02567,102550
CP-02550,UltimateBeneficialOwner,P-00150,1
CP-02551,TransactedWith,CP-02568,102551
CP-02551,UltimateBeneficialOwner,P-00151,1
CP-02552,TransactedWith,CP-02569,102552
CP-02552,UltimateBeneficialOwner,P-00152,1
CP-02553,TransactedWith,CP-02570,102553
CP-02553,UltimateBeneficialOwner,P-00153,1
CP-02554,TransactedWith,CP-02571,102554
CP-02554,UltimateBeneficialOwner,P-00154,1
CP-02555,TransactedWith,CP-02572,102555
CP-02555,UltimateBeneficialOwner,P-00155,1
CP-02556,TransactedWith,CP-02573,102556
CP-02556,UltimateBeneficialOwner,P-00156,1
CP-02557,TransactedWith,CP-02574,102557
CP-02557,UltimateBeneficialOwner,P-00157,1
CP-02558,TransactedWith,CP-02575,102558
CP-02558,UltimateBeneficialOwner,P-00158,1
CP-02559,TransactedWith,CP-02576,102559
CP-02559,UltimateBeneficialOwner,P-00159,1
CP-02560,TransactedWith,CP-02577,102560
CP-02560,UltimateBeneficialOwner,P-00160,1
CP-02561,TransactedWith,CP-02578,102561
CP-02561,UltimateBeneficialOwner,P-00161,1
CP-02562,TransactedWith,CP-02579,102562
CP-02562,UltimateBeneficialOwner,P-00162,1
CP-02563,TransactedWith,CP-02580,102563
CP-02563,UltimateBeneficialOwner,P-00163,1
CP-02564,TransactedWith,CP-02581,102564
CP-02564,UltimateBeneficialOwner,P-00164,1
CP-02565,TransactedWith,CP-02582,102565
CP-02565,UltimateBeneficialOwner,P-00165,1
CP-02566,TransactedWith,CP-02583,102566
CP-02566,UltimateBeneficialOwner,P-00166,1
CP-02567,TransactedWith,CP-02584,102567
CP-02567,UltimateBeneficialOwner,P-00167,1
CP-02568,TransactedWith,CP-02585,102568
CP-02568,UltimateBeneficialOwner,P-00168,1
CP-02569,TransactedWith,CP-02586,102569
CP-02569,UltimateBeneficialOwner,P-00169,1
CP-02570,TransactedWith,CP-02587,102570
CP-02570,UltimateBeneficialOwner,P-00170,1
CP-02571,TransactedWith,CP-02588,102571
CP-02571,UltimateBeneficialOwner,P-00171,1
CP-02572,TransactedWith,CP-02589,102572
CP-02572,UltimateBeneficialOwner,P-00172,1
CP-02573,TransactedWith,CP-02590,102573
CP-02573,UltimateBeneficialOwner,P-00173,1
CP-02574,TransactedWith,CP-02591,102574
CP-02574,UltimateBeneficialOwner,P-00174,1
CP-02575,TransactedWith,CP-02592,102575
CP-02575,UltimateBeneficialOwner,P-00175,1
CP-02576,TransactedWith,CP-02593,102576
CP-02576,UltimateBeneficialOwner,P-00176,1
CP-02577,TransactedWith,CP-02594,102577
CP-02577,UltimateBeneficialOwner,P-00177,1
CP-02578,TransactedWith,CP-02595,102578
CP-02578,UltimateBeneficialOwner,P-00178,1
CP-02579,TransactedWith,CP-02596,102579
CP-02579,UltimateBeneficialOwner,P-00179,1
CP-02580,TransactedWith,CP-02597,102580
CP-02580,UltimateBeneficialOwner,P-00180,1
CP-02581,TransactedWith,CP-02598,102581
CP-02581,UltimateBeneficialOwner,P-00181,1
CP-02582,TransactedWith,CP-02599,102582
CP-02582,UltimateBeneficialOwner,P-00182,1
CP-02583,TransactedWith,CP-02600,102583
CP-02583,UltimateBeneficialOwner,P-00183,1
CP-02584,TransactedWith,CP-02601,102584
CP-02584,UltimateBeneficialOwner,P-00184,1
CP-02585,TransactedWith,CP-02602,102585
CP-02585,UltimateBeneficialOwner,P-00185,1
CP-02586,TransactedWith,CP-02603,102586
CP-02586,UltimateBeneficialOwner,P-00186,1
CP-02587,TransactedWith,CP-02604,102587
CP-02587,UltimateBeneficialOwner,P-00187,1
CP-02588,TransactedWith,CP-02605,102588
CP-02588,UltimateBeneficialOwner,P-00188,1
CP-02589,TransactedWith,CP-02606,102589
CP-02589,UltimateBeneficialOwner,P-00189,1
CP-02590,TransactedWith,CP-02607,102590
CP-02590,UltimateBeneficialOwner,P-00190,1
CP-02591,TransactedWith,CP-02608,102591
CP-02591,UltimateBeneficialOwner,P-00191,1
CP-02592,TransactedWith,CP-02609,102592
CP-02592,UltimateBeneficialOwner,P-00192,1
CP-02593,TransactedWith,CP-02610,102593
CP-02593,UltimateBeneficialOwner,P-00193,1
CP-02594,TransactedWith,CP-02611,102594
CP-02594,UltimateBeneficialOwner,P-00194,1
CP-02595,TransactedWith,CP-02612,102595
CP-02595,UltimateBeneficialOwner,P-00195,1
CP-02596,TransactedWith,CP-02613,102596
CP-02596,UltimateBeneficialOwner,P-00196,1
CP-02597,TransactedWith,CP-02614,102597
CP-02597,UltimateBeneficialOwner,P-00197,1
CP-02598,TransactedWith,CP-02615,102598
CP-02598,UltimateBeneficialOwner,P-00198,1
CP-02599,TransactedWith,CP-02616,102599
CP-02599,UltimateBeneficialOwner,P-00199,1
CP-02600,TransactedWith,CP-02617,102600
CP-02600,UltimateBeneficialOwner,P-00200,1
CP-02601,TransactedWith,CP-02618,102601
CP-02601,UltimateBeneficialOwner,P-00201,1
CP-02602,TransactedWith,CP-02619,102602
CP-02602,UltimateBeneficialOwner,P-00202,1
CP-02603,TransactedWith,CP-02620,102603
CP-02603,UltimateBeneficialOwner,P-00203,1
CP-02604,TransactedWith,CP-02621,102604
CP-02604,UltimateBeneficialOwner,P-00204,1
CP-02605,TransactedWith,CP-02622,102605
CP-02605,UltimateBeneficialOwner,P-00205,1
CP-02606,TransactedWith,CP-02623,102606
CP-02606,UltimateBeneficialOwner,P-00206,1
CP-02607,TransactedWith,CP-02624,102607
CP-02607,UltimateBeneficialOwner,P-00207,1
CP-02608,TransactedWith,CP-02625,102608
CP-02608,UltimateBeneficialOwner,P-00208,1
CP-02609,TransactedWith,CP-02626,102609
CP-02609,UltimateBeneficialOwner,P-00209,1
CP-02610,TransactedWith,CP-02627,102610
CP-02610,UltimateBeneficialOwner,P-00210,1
CP-02611,TransactedWith,CP-02628,102611
CP-02611,UltimateBeneficialOwner,P-00211,1
CP-02612,TransactedWith,CP-02629,102612
CP-02612,UltimateBeneficialOwner,P-00212,1
CP-02613,TransactedWith,CP-02630,102613
CP-02613,UltimateBeneficialOwner,P-00213,1
CP-02614,TransactedWith,CP-02631,102614
CP-02614,UltimateBeneficialOwner,P-00214,1
CP-02615,TransactedWith,CP-02632,102615
CP-02615,UltimateBeneficialOwner,P-00215,1
CP-02616,TransactedWith,CP-02633,102616
CP-02616,UltimateBeneficialOwner,P-00216,1
CP-02617,TransactedWith,CP-02634,102617
CP-02617,UltimateBeneficialOwner,P-00217,1
CP-02618,TransactedWith,CP-02635,102618
CP-02618,UltimateBeneficialOwner,P-00218,1
CP-02619,TransactedWith,CP-02636,102619
CP-02619,UltimateBeneficialOwner,P-00219,1
CP-02620,TransactedWith,CP-02637,102620
CP-02620,UltimateBeneficialOwner,P-00220,1
CP-02621,TransactedWith,CP-02638,102621
CP-02621,UltimateBeneficialOwner,P-00221,1
CP-02622,TransactedWith,CP-02639,102622
CP-02622,UltimateBeneficialOwner,P-00222,1
CP-02623,TransactedWith,CP-02640,102623
CP-02623,UltimateBeneficialOwner,P-00223,1
CP-02624,TransactedWith,CP-02641,102624
CP-02624,UltimateBeneficialOwner,P-00224,1
CP-02625,TransactedWith,CP-02642,102625
CP-02625,UltimateBeneficialOwner,P-00225,1
CP-02626,TransactedWith,CP-02643,102626
CP-02626,UltimateBeneficialOwner,P-00226,1
CP-02627,TransactedWith,CP-02644,102627
CP-02627,UltimateBeneficialOwner,P-00227,1
CP-02628,TransactedWith,CP-02645,102628
CP-02628,UltimateBeneficialOwner,P-00228,1
CP-02629,TransactedWith,CP-02646,102629
CP-02629,UltimateBeneficialOwner,P-00229,1
CP-02630,TransactedWith,CP-02647,102630
CP-02630,UltimateBeneficialOwner,P-00230,1
CP-02631,TransactedWith,CP-02648,102631
CP-02631,UltimateBeneficialOwner,P-00231,1
CP-02632,TransactedWith,CP-02649,102632
CP-02632,UltimateBeneficialOwner,P-00232,1
CP-02633,TransactedWith,CP-02650,102633
CP-02633,UltimateBeneficialOwner,P-00233,1
CP-02634,TransactedWith,CP-02651,102634
CP-02634,UltimateBeneficialOwner,P-00234,1
CP-02635,TransactedWith,CP-02652,102635
CP-02635,UltimateBeneficialOwner,P-00235,1
CP-02636,TransactedWith,CP-02653,102636
CP-02636,UltimateBeneficialOwner,P-00236,1
CP-02637,TransactedWith,CP-02654,102637
CP-02637,UltimateBeneficialOwner,P-00237,1
CP-02638,TransactedWith,CP-02655,102638
CP-02638,UltimateBeneficialOwner,P-00238,1
CP-02639,TransactedWith,CP-02656,102639
CP-02639,UltimateBeneficialOwner,P-00239,1
CP-02640,TransactedWith,CP-02657,102640
CP-02640,UltimateBeneficialOwner,P-00240,1
CP-02641,TransactedWith,CP-02658,102641
CP-02641,UltimateBeneficialOwner,P-00241,1
CP-02642,TransactedWith,CP-02659,102642
CP-02642,UltimateBeneficialOwner,P-00242,1
CP-02643,TransactedWith,CP-02660,102643
CP-02643,UltimateBeneficialOwner,P-00243,1
CP-02644,TransactedWith,CP-02661,102644
CP-02644,UltimateBeneficialOwner,P-00244,1
CP-02645,TransactedWith,CP-02662,102645
CP-02645,UltimateBeneficialOwner,P-00245,1
CP-02646,TransactedWith,CP-02663,102646
CP-02646,UltimateBeneficialOwner,P-00246,1
CP-02647,TransactedWith,CP-02664,102647
CP-02647,UltimateBeneficialOwner,P-00247,1
CP-02648,TransactedWith,CP-02665,102648
CP-02648,UltimateBeneficialOwner,P-00248,1
CP-02649,TransactedWith,CP-02666,102649
CP-02649,UltimateBeneficialOwner,P-00249,1
CP-02650,TransactedWith,CP-02667,102650
CP-02650,UltimateBeneficialOwner,P-00250,1
CP-02651,TransactedWith,CP-02668,102651
CP-02651,UltimateBeneficialOwner,P-00251,1
CP-02652,TransactedWith,CP-02669,102652
CP-02652,UltimateBeneficialOwner,P-00252,1
CP-02653,TransactedWith,CP-02670,102653
CP-02653,UltimateBeneficialOwner,P-00253,1
CP-02654,TransactedWith,CP-02671,102654
CP-02654,UltimateBeneficialOwner,P-00254,1
CP-02655,TransactedWith,CP-02672,102655
CP-02655,UltimateBeneficialOwner,P-00255,1
CP-02656,TransactedWith,CP-02673,102656
CP-02656,UltimateBeneficialOwner,P-00256,1
CP-02657,TransactedWith,CP-02674,102657
CP-02657,UltimateBeneficialOwner,P-00257,1
CP-02658,TransactedWith,CP-02675,102658
CP-02658,UltimateBeneficialOwner,P-00258,1
CP-02659,TransactedWith,CP-02676,102659
CP-02659,UltimateBeneficialOwner,P-00259,1
CP-02660,TransactedWith,CP-02677,102660
CP-02660,UltimateBeneficialOwner,P-00260,1
CP-02661,TransactedWith,CP-02678,102661
CP-02661,UltimateBeneficialOwner,P-00261,1
CP-02662,TransactedWith,CP-02679,102662
CP-02662,UltimateBeneficialOwner,P-00262,1
CP-02663,TransactedWith,CP-02680,102663
CP-02663,UltimateBeneficialOwner,P-00263,1
CP-02664,TransactedWith,CP-02681,102664
CP-02664,UltimateBeneficialOwner,P-00264,1
CP-02665,TransactedWith,CP-02682,102665
CP-02665,UltimateBeneficialOwner,P-00265,1
CP-02666,TransactedWith,CP-02683,102666
CP-02666,UltimateBeneficialOwner,P-00266,1
CP-02667,TransactedWith,CP-02684,102667
CP-02667,UltimateBeneficialOwner,P-00267,1
CP-02668,TransactedWith,CP-02685,102668
CP-02668,UltimateBeneficialOwner,P-00268,1
CP-02669,TransactedWith,CP-02686,102669
CP-02669,UltimateBeneficialOwner,P-00269,1
CP-02670,TransactedWith,CP-02687,102670
CP-02670,UltimateBeneficialOwner,P-00270,1
CP-02671,TransactedWith,CP-02688,102671
CP-02671,UltimateBeneficialOwner,P-00271,1
CP-02672,TransactedWith,CP-02689,102672
CP-02672,UltimateBeneficialOwner,P-00272,1
CP-02673,TransactedWith,CP-02690,102673
CP-02673,UltimateBeneficialOwner,P-00273,1
CP-02674,TransactedWith,CP-02691,102674
CP-02674,UltimateBeneficialOwner,P-00274,1
CP-02675,TransactedWith,CP-02692,102675
CP-02675,UltimateBeneficialOwner,P-00275,1
CP-02676,TransactedWith,CP-02693,102676
CP-02676,UltimateBeneficialOwner,P-00276,1
CP-02677,TransactedWith,CP-02694,102677
CP-02677,UltimateBeneficialOwner,P-00277,1
CP-02678,TransactedWith,CP-02695,102678
CP-02678,UltimateBeneficialOwner,P-00278,1
CP-02679,TransactedWith,CP-02696,102679
CP-02679,UltimateBeneficialOwner,P-00279,1
CP-02680,TransactedWith,CP-02697,102680
CP-02680,UltimateBeneficialOwner,P-00280,1
CP-02681,TransactedWith,CP-02698,102681
CP-02681,UltimateBeneficialOwner,P-00281,1
CP-02682,TransactedWith,CP-02699,102682
CP-02682,UltimateBeneficialOwner,P-00282,1
CP-02683,TransactedWith,CP-02700,102683
CP-02683,UltimateBeneficialOwner,P-00283,1
CP-02684,TransactedWith,CP-02701,102684
CP-02684,UltimateBeneficialOwner,P-00284,1
CP-02685,TransactedWith,CP-02702,102685
CP-02685,UltimateBeneficialOwner,P-00285,1
CP-02686,TransactedWith,CP-02703,102686
CP-02686,UltimateBeneficialOwner,P-00286,1
CP-02687,TransactedWith,CP-02704,102687
CP-02687,UltimateBeneficialOwner,P-00287,1
CP-02688,TransactedWith,CP-02705,102688
CP-02688,UltimateBeneficialOwner,P-00288,1
CP-02689,TransactedWith,CP-02706,102689
CP-02689,UltimateBeneficialOwner,P-00289,1
CP-02690,TransactedWith,CP-02707,102690
CP-02690,UltimateBeneficialOwner,P-00290,1
CP-02691,TransactedWith,CP-02708,102691
CP-02691,UltimateBeneficialOwner,P-00291,1
CP-02692,TransactedWith,CP-02709,102692
CP-02692,UltimateBeneficialOwner,P-00292,1
CP-02693,TransactedWith,CP-02710,102693
CP-02693,UltimateBeneficialOwner,P-00293,1
CP-02694,TransactedWith,CP-02711,102694
CP-02694,UltimateBeneficialOwner,P-00294,1
CP-02695,TransactedWith,CP-02712,102695
CP-02695,UltimateBeneficialOwner,P-00295,1
CP-02696,TransactedWith,CP-02713,102696
CP-02696,UltimateBeneficialOwner,P-00296,1
CP-02697,TransactedWith,CP-02714,102697
CP-02697,UltimateBeneficialOwner,P-00297,1
CP-02698,TransactedWith,CP-02715,102698
CP-02698,UltimateBeneficialOwner,P-00298,1
CP-02699,TransactedWith,CP-02716,102699
CP-02699,UltimateBeneficialOwner,P-00299,1
CP-02700,TransactedWith,CP-02717,102700
CP-02700,UltimateBeneficialOwner,P-00300,1
CP-02701,TransactedWith,CP-02718,102701
CP-02701,UltimateBeneficialOwner,P-00301,1
CP-02702,TransactedWith,CP-02719,102702
CP-02702,UltimateBeneficialOwner,P-00302,1
CP-02703,TransactedWith,CP-02720,102703
CP-02703,UltimateBeneficialOwner,P-00303,1
CP-02704,TransactedWith,CP-02721,102704
CP-02704,UltimateBeneficialOwner,P-00304,1
CP-02705,TransactedWith,CP-02722,102705
CP-02705,UltimateBeneficialOwner,P-00305,1
CP-02706,TransactedWith,CP-02723,102706
CP-02706,UltimateBeneficialOwner,P-00306,1
CP-02707,TransactedWith,CP-02724,102707
CP-02707,UltimateBeneficialOwner,P-00307,1
CP-02708,TransactedWith,CP-02725,102708
CP-02708,UltimateBeneficialOwner,P-00308,1
CP-02709,TransactedWith,CP-02726,102709
CP-02709,UltimateBeneficialOwner,P-00309,1
CP-02710,TransactedWith,CP-02727,102710
CP-02710,UltimateBeneficialOwner,P-00310,1
CP-02711,TransactedWith,CP-02728,102711
CP-02711,UltimateBeneficialOwner,P-00311,1
CP-02712,TransactedWith,CP-02729,102712
CP-02712,UltimateBeneficialOwner,P-00312,1
CP-02713,TransactedWith,CP-02730,102713
CP-02713,UltimateBeneficialOwner,P-00313,1
CP-02714,TransactedWith,CP-02731,102714
CP-02714,UltimateBeneficialOwner,P-00314,1
CP-02715,TransactedWith,CP-02732,102715
CP-02715,UltimateBeneficialOwner,P-00315,1
CP-02716,TransactedWith,CP-02733,102716
CP-02716,UltimateBeneficialOwner,P-00316,1
CP-02717,TransactedWith,CP-02734,102717
CP-02717,UltimateBeneficialOwner,P-00317,1
CP-02718,TransactedWith,CP-02735,102718
CP-02718,UltimateBeneficialOwner,P-00318,1
CP-02719,TransactedWith,CP-02736,102719
CP-02719,UltimateBeneficialOwner,P-00319,1
CP-02720,TransactedWith,CP-02737,102720
CP-02720,UltimateBeneficialOwner,P-00320,1
CP-02721,TransactedWith,CP-02738,102721
CP-02721,UltimateBeneficialOwner,P-00321,1
CP-02722,TransactedWith,CP-02739,102722
CP-02722,UltimateBeneficialOwner,P-00322,1
CP-02723,TransactedWith,CP-02740,102723
CP-02723,UltimateBeneficialOwner,P-00323,1
CP-02724,TransactedWith,CP-02741,102724
CP-02724,UltimateBeneficialOwner,P-00324,1
CP-02725,TransactedWith,CP-02742,102725
CP-02725,UltimateBeneficialOwner,P-00325,1
CP-02726,TransactedWith,CP-02743,102726
CP-02726,UltimateBeneficialOwner,P-00326,1
CP-02727,TransactedWith,CP-02744,102727
CP-02727,UltimateBeneficialOwner,P-00327,1
CP-02728,TransactedWith,CP-02745,102728
CP-02728,UltimateBeneficialOwner,P-00328,1
CP-02729,TransactedWith,CP-02746,102729
CP-02729,UltimateBeneficialOwner,P-00329,1
CP-02730,TransactedWith,CP-02747,102730
CP-02730,UltimateBeneficialOwner,P-00330,1
CP-02731,TransactedWith,CP-02748,102731
CP-02731,UltimateBeneficialOwner,P-00331,1
CP-02732,TransactedWith,CP-02749,102732
CP-02732,UltimateBeneficialOwner,P-00332,1
CP-02733,TransactedWith,CP-02750,102733
CP-02733,UltimateBeneficialOwner,P-00333,1
CP-02734,TransactedWith,CP-02751,102734
CP-02734,UltimateBeneficialOwner,P-00334,1
CP-02735,TransactedWith,CP-02752,102735
CP-02735,UltimateBeneficialOwner,P-00335,1
CP-02736,TransactedWith,CP-02753,102736
CP-02736,UltimateBeneficialOwner,P-00336,1
CP-02737,TransactedWith,CP-02754,102737
CP-02737,UltimateBeneficialOwner,P-00337,1
CP-02738,TransactedWith,CP-02755,102738
CP-02738,UltimateBeneficialOwner,P-00338,1
CP-02739,TransactedWith,CP-02756,102739
CP-02739,UltimateBeneficialOwner,P-00339,1
CP-02740,TransactedWith,CP-02757,102740
CP-02740,UltimateBeneficialOwner,P-00340,1
CP-02741,TransactedWith,CP-02758,102741
CP-02741,UltimateBeneficialOwner,P-00341,1
CP-02742,TransactedWith,CP-02759,102742
CP-02742,UltimateBeneficialOwner,P-00342,1
CP-02743,TransactedWith,CP-02760,102743
CP-02743,UltimateBeneficialOwner,P-00343,1
CP-02744,TransactedWith,CP-02761,102744
CP-02744,UltimateBeneficialOwner,P-00344,1
CP-02745,TransactedWith,CP-02762,102745
CP-02745,UltimateBeneficialOwner,P-00345,1
CP-02746,TransactedWith,CP-02763,102746
CP-02746,UltimateBeneficialOwner,P-00346,1
CP-02747,TransactedWith,CP-02764,102747
CP-02747,UltimateBeneficialOwner,P-00347,1
CP-02748,TransactedWith,CP-02765,102748
CP-02748,UltimateBeneficialOwner,P-00348,1
CP-02749,TransactedWith,CP-02766,102749
CP-02749,UltimateBeneficialOwner,P-00349,1
CP-02750,TransactedWith,CP-02767,102750
CP-02750,UltimateBeneficialOwner,P-00350,1
CP-02751,TransactedWith,CP-02768,102751
CP-02751,UltimateBeneficialOwner,P-00351,1
CP-02752,TransactedWith,CP-02769,102752
CP-02752,UltimateBeneficialOwner,P-00352,1
CP-02753,TransactedWith,CP-02770,102753
CP-02753,UltimateBeneficialOwner,P-00353,1
CP-02754,TransactedWith,CP-02771,102754
